Place,Couple,Lizard ID,Date,Time_408,Value_C_408,Unit_C_408,Value_408,Unit_408,calibrated_C_408,,Place,Date,Time_401,Value_C_401,Unit_C_401,Value_401,Unit_401,calibrated_C_401,,Place,Date,Time_406,Value_C_406,Unit_C_406,Value_406,Unit_406,calibrated_C_406,,Place,Date,Time_405,Value_C_405,Unit_C_405,Value_405,Unit_405,calibrated_C_405,,Place,Date,Time_402,Value_C_402,Unit_C_402,Value_402,Unit_402,calibrated_C_402,,Place,Date,Time_403,ValueC__403,Unit_403,Value_C_403,Unit_403,calibrated_C_403,,Place,Date,Time_404,Value_C_404,Unit_C_404,Value_404,Unit_404,calibrated_C_404,,Place,Date,Time_407,Value_C_407,Unit_C_407,Value_407,Unit_407,calibrated_C_407,,,Place,Date,Time_415,Value_C-415,Unit_C_415,Value,Unit,calibrated_415,,,Place,Date,Time_411,Value_C_411,Unit_C_411,Value,Unit,calibrated_411,,Place,Date,Time_412,Value_C_412,Unit_C_412,Value,Unit,calibrated_412,,Place,Date,Time_409,Value_C_409,Unit_C_409,Value,Unit,calibrated_409,,Place,Date,Time_410,Value_C_410,Unit_C_410,Value,Unit,calibrated_410,,Place,Date,Time_413,Value_C_413,Unit_C_413,Value,Unit,calibrated_413,,Place,Date,Time_414,Value_C_414,Unit_C_414,Value,Unit,calibrated_414,,,Place,Date,Time_417,Value_C_417,Unit_C_417,Value,Unit,calibrated_417,,Place,Date,Time_421,Value_C_421,Unit_C_421,Value,Unit,calibrated_421,,Place,Date,Time_420,Value_C_420,Unit_C_420,Value,Unit,calibrated_420,,Place,Date,Time_418,Value_C_418,Unit_C_418,Value,Unit,G,,Place,Date,Time_422,Value_C_422,Unit_C_422,Value,Unit,calibrated_422,,Place,Date,Time_419,Value_C_419,Unit_C_419,Value,Unit,calibrated_419,,Place,Date,Time_423,Value_C_423,Unit_C_423,Value,Unit,calibrated_423,,,Place,Date,Time_425,Value_C_425,Unit_C_425,Value,Unit,calibrated_425,,Place,Date,Time_424,Value_C_424,Unit_C_424,Value,Unit,calibrated_424,,Place,Date,Time_430,Value_C_430,Unit_C_430,Value,Unit,calibrated_430,,Place,Date,Time_426,Value_C_426,Unit_C_426,Value,Unit,calibrated_426,,Place,Date,Time_429,Value_C_429,Unit_C_429,Value,Unit,calibrated_429,,Place,Date,Time_431,Value_C_431,Unit_C_431,Value,Unit,calibrated_431,,Place,Date,Time_427,Value_C_427,Unit_C_427,Value,Unit,calibrated_427,,Place,Date,Time_428,Value_C_428,Unit_C_428,Value,Unit,calibrated_428,,,Place,Date,Time_432,Value_C_432,Unit_C_432,Value,Unit,calibrated_432,,,Place,Date,Time_433,Value_C_433,Unit,Value,Unit,calibrated_433,,,Place,Date,Time_437,Value_C_437,Unit_C_437,Value,Unit,calibrated_437,,,Place,Date,Time_434,Value_C_434,Unit_C_434,Value,Unit,calibrated_434,,,Place,Date,Time_436,Value_C_436,Unit_C_436,Value,Unit,calibrated_436,,,Place,Date,Time_435,Value_C_435,Unit_C_435,Value,Unit,calibrated_435,,,Place,Date,Time_438,Value_C_438,Unit_C_438,Value,Unit,calibrated_438,,,Place,Date,Time_439,Value_C_439,Unit_C_439,Value,Unit,calibrated_439
1,,,10/5/2021,13:17:44,28.2,T1 KTemp C,29.1,T2 KTemp C,26.7955836,,1,10/4/2021,14:33:33,16.1,T1 KTemp C,19.7,T2 KTemp C,14.5576497,,1,10/4/2021,14:54:53,34.8,T1 KTemp C,35.3,T2 KTemp C,33.4298244,,1,10/4/2021,15:22:16,35.9,T1 KTemp C,34.3,T2 KTemp C,34.67366,,1,10/4/2021,15:55:06,15,T1 KTemp C,19.7,T2 KTemp C,13.446818,,1,10/4/2021,16:27:04,35.7,T1 KTemp C,36.3,T2 KTemp C,34.3344936,,1,10/4/2021,16:47:28,26.2,T1 KTemp C,26.3,T2 KTemp C,24.800313,,1,10/4/2021,17:15:15,14.5,T1 KTemp C,12.5,T2 KTemp C,13.030288,,,1,10/11/2021,13:22:38,24.5,T1 KTemp C,24.6,T2 KTemp C,23.141762,,,1,10/11/2021,14:08:30,32.9,T1 KTemp C,33.5,T2 KTemp C,31.5570285,,1,10/11/2021,14:42:50,13.2,T1 KTemp C,19.5,T2 KTemp C,11.711021,,1,10/11/2021,15:08:47,26.5,T1 KTemp C,26.9,T2 KTemp C,25.164902,,1,10/11/2021,15:37:54,35,T1 KTemp C,34.7,T2 KTemp C,33.643758,,1,10/11/2021,16:09:10,27,T1 KTemp C,27.6,T2 KTemp C,25.564982,,1,10/11/2021,16:54:47,36.4,T1 KTemp C,31.9,T2 KTemp C,35.179445,,,1,10/12/2021,13:37:44,13.9,T1 KTemp C,21.5,T2 KTemp C,12.4783193,,1,10/12/2021,14:01:37,34.8,T1 KTemp C,34.9,T2 KTemp C,33.5390938,,1,10/12/2021,14:28:09,35,T1 KTemp C,34.3,T2 KTemp C,33.643758,,1,10/12/2021,15:07:39,11.8,T1 KTemp C,15.1,T2 KTemp C,,,1,10/12/2021,15:35:14,24.6,T1 KTemp C,24.5,T2 KTemp C,23.186769,,1,10/12/2021,16:01:19,24,T1 KTemp C,24.6,T2 KTemp C,22.635977,,1,10/12/2021,17:33:17,13.8,T1 KTemp C,16.9,T2 KTemp C,12.317963,,,1,10/18/2021,13:26:32,24.4,T1 KTemp C,24.2,T2 KTemp C,23.040605,,1,10/18/2021,14:01:49,13,T1 JTemp C,16,T2 JTemp C,11.516726,,1,10/18/2021,14:35:06,34.8,T1 JTemp C,33.3,T2 JTemp C,33.7546656,,1,10/18/2021,15:06:08,34,T1 JTemp C,33.2,T2 JTemp C,32.730865,,1,10/18/2021,15:46:10,14.4,T1 JTemp C,21.3,T2 JTemp C,12.924905,,1,10/18/2021,16:30:40,33.6,T1 JTemp C,32.3,T2 JTemp C,32.262954,,1,10/18/2021,16:58:48,26.3,T1 JTemp C,26.3,T2 JTemp C,24.9011595,,1,10/18/2021,17:25:05,16.8,T1 JTemp C,19,T2 JTemp C,15.352673,,,1,10/19/2021,13:43:57,35.9,T1 KTemp C,30.2,T2 KTemp C,34.8744733,,,1,10/19/2021,14:07:05,35,T1 KTemp C,33.7,T2 KTemp C,33.643758,,,1,10/19/2021,14:27:31,24.8,T1 KTemp C,24.9,T2 KTemp C,23.3779444,,,1,10/19/2021,14:54:51,26.3,T1 KTemp C,27.4,T2 KTemp C,25.3920315,,,1,10/19/2021,15:20:22,14.7,T1 KTemp C,17.2,T2 KTemp C,13.2029655,,,1,10/19/2021,15:48:50,35.7,T1 KTemp C,34.1,T2 KTemp C,34.471346,,,1,10/19/2021,16:09:03,24.9,T1 KTemp C,25.4,T2 KTemp C,23.6763963,,,1,10/19/2021,16:30:55,16.4,T1 KTemp C,18.4,T2 KTemp C,14.9343652
2,,,10/5/2021,13:17:45,28.2,T1 KTemp C,29.1,T2 KTemp C,26.7955836,,2,10/4/2021,14:33:34,16.1,T1 KTemp C,19.7,T2 KTemp C,14.5576497,,2,10/4/2021,14:54:54,34.8,T1 KTemp C,35.3,T2 KTemp C,33.4298244,,2,10/4/2021,15:22:17,35.9,T1 KTemp C,34.3,T2 KTemp C,34.67366,,2,10/4/2021,15:55:07,15,T1 KTemp C,19.7,T2 KTemp C,13.446818,,2,10/4/2021,16:27:05,35.7,T1 KTemp C,36.3,T2 KTemp C,34.3344936,,2,10/4/2021,16:47:29,26.2,T1 KTemp C,26.3,T2 KTemp C,24.800313,,2,10/4/2021,17:15:16,14.5,T1 KTemp C,12.5,T2 KTemp C,13.030288,,,2,10/11/2021,13:22:39,24.5,T1 KTemp C,24.6,T2 KTemp C,23.141762,,,2,10/11/2021,14:08:31,32.9,T1 KTemp C,33.5,T2 KTemp C,31.5570285,,2,10/11/2021,14:42:51,13.2,T1 KTemp C,19.5,T2 KTemp C,11.711021,,2,10/11/2021,15:08:48,26.5,T1 KTemp C,26.9,T2 KTemp C,25.164902,,2,10/11/2021,15:37:55,35,T1 KTemp C,34.7,T2 KTemp C,33.643758,,2,10/11/2021,16:09:11,27,T1 KTemp C,27.6,T2 KTemp C,25.564982,,2,10/11/2021,16:54:48,36.4,T1 KTemp C,31.9,T2 KTemp C,35.179445,,,2,10/12/2021,13:37:45,13.9,T1 KTemp C,21.5,T2 KTemp C,12.4783193,,2,10/12/2021,14:01:38,34.8,T1 KTemp C,34.9,T2 KTemp C,33.5390938,,2,10/12/2021,14:28:10,35,T1 KTemp C,34.3,T2 KTemp C,33.643758,,2,10/12/2021,15:07:40,11.8,T1 KTemp C,15.1,T2 KTemp C,,,2,10/12/2021,15:35:15,24.6,T1 KTemp C,24.5,T2 KTemp C,23.186769,,2,10/12/2021,16:01:20,24,T1 KTemp C,24.6,T2 KTemp C,22.635977,,2,10/12/2021,17:33:18,13.8,T1 KTemp C,16.9,T2 KTemp C,12.317963,,,2,10/18/2021,13:26:33,24.4,T1 KTemp C,24.2,T2 KTemp C,23.040605,,2,10/18/2021,14:01:50,13,T1 JTemp C,16,T2 JTemp C,11.516726,,2,10/18/2021,14:35:07,34.8,T1 JTemp C,33.3,T2 JTemp C,33.7546656,,2,10/18/2021,15:06:09,34,T1 JTemp C,33.2,T2 JTemp C,32.730865,,2,10/18/2021,15:46:11,14.4,T1 JTemp C,21.3,T2 JTemp C,12.924905,,2,10/18/2021,16:30:41,33.6,T1 JTemp C,32.3,T2 JTemp C,32.262954,,2,10/18/2021,16:58:49,26.3,T1 JTemp C,26.3,T2 JTemp C,24.9011595,,2,10/18/2021,17:25:06,16.8,T1 JTemp C,19,T2 JTemp C,15.352673,,,2,10/19/2021,13:43:58,35.9,T1 KTemp C,30.2,T2 KTemp C,34.8744733,,,2,10/19/2021,14:07:06,35,T1 KTemp C,33.5,T2 KTemp C,33.643758,,,2,10/19/2021,14:27:32,24.8,T1 KTemp C,24.9,T2 KTemp C,23.3779444,,,2,10/19/2021,14:54:52,26.3,T1 KTemp C,27.4,T2 KTemp C,25.3920315,,,2,10/19/2021,15:20:23,14.7,T1 KTemp C,17.2,T2 KTemp C,13.2029655,,,2,10/19/2021,15:48:51,35.7,T1 KTemp C,34.1,T2 KTemp C,34.471346,,,2,10/19/2021,16:09:04,24.9,T1 KTemp C,25.4,T2 KTemp C,23.6763963,,,2,10/19/2021,16:30:56,16.4,T1 KTemp C,18.4,T2 KTemp C,14.9343652
3,,,10/5/2021,13:17:46,28.2,T1 KTemp C,29,T2 KTemp C,26.7955836,,3,10/4/2021,14:33:35,16,T1 KTemp C,19.7,T2 KTemp C,14.456665,,3,10/4/2021,14:54:55,34.9,T1 KTemp C,35.3,T2 KTemp C,33.5303432,,3,10/4/2021,15:22:18,35.9,T1 KTemp C,34.3,T2 KTemp C,34.67366,,3,10/4/2021,15:55:08,15,T1 KTemp C,19.7,T2 KTemp C,13.446818,,3,10/4/2021,16:27:06,35.7,T1 KTemp C,36.1,T2 KTemp C,34.3344936,,3,10/4/2021,16:47:30,26.2,T1 KTemp C,26.3,T2 KTemp C,24.800313,,3,10/4/2021,17:15:17,14.5,T1 KTemp C,12.5,T2 KTemp C,13.030288,,,3,10/11/2021,13:22:40,24.5,T1 KTemp C,24.6,T2 KTemp C,23.141762,,,3,10/11/2021,14:08:32,32.9,T1 KTemp C,33.5,T2 KTemp C,31.5570285,,3,10/11/2021,14:42:52,13.2,T1 KTemp C,19.5,T2 KTemp C,11.711021,,3,10/11/2021,15:08:49,26.4,T1 KTemp C,26.9,T2 KTemp C,25.063745,,3,10/11/2021,15:37:56,35,T1 KTemp C,34.7,T2 KTemp C,33.643758,,3,10/11/2021,16:09:12,27,T1 KTemp C,27.6,T2 KTemp C,25.564982,,3,10/11/2021,16:54:49,36.4,T1 KTemp C,31.9,T2 KTemp C,35.179445,,,3,10/12/2021,13:37:46,13.9,T1 KTemp C,21.5,T2 KTemp C,12.4783193,,3,10/12/2021,14:01:39,34.7,T1 KTemp C,34.9,T2 KTemp C,33.4380652,,3,10/12/2021,14:28:11,35,T1 KTemp C,34.3,T2 KTemp C,33.643758,,3,10/12/2021,15:07:41,11.8,T1 KTemp C,15,T2 KTemp C,,,3,10/12/2021,15:35:16,24.6,T1 KTemp C,24.5,T2 KTemp C,23.186769,,3,10/12/2021,16:01:21,24,T1 KTemp C,24.6,T2 KTemp C,22.635977,,3,10/12/2021,17:33:19,13.7,T1 KTemp C,16.9,T2 KTemp C,12.216806,,,3,10/18/2021,13:26:34,24.4,T1 KTemp C,24.2,T2 KTemp C,23.040605,,3,10/18/2021,14:01:51,13,T1 JTemp C,16,T2 JTemp C,11.516726,,3,10/18/2021,14:35:08,34.8,T1 JTemp C,33.2,T2 JTemp C,33.7546656,,3,10/18/2021,15:06:10,34,T1 JTemp C,33.1,T2 JTemp C,32.730865,,3,10/18/2021,15:46:12,14.4,T1 JTemp C,21.3,T2 JTemp C,12.924905,,3,10/18/2021,16:30:42,33.6,T1 JTemp C,32.3,T2 JTemp C,32.262954,,3,10/18/2021,16:58:50,26.3,T1 JTemp C,26.3,T2 JTemp C,24.9011595,,3,10/18/2021,17:25:07,16.8,T1 JTemp C,19,T2 JTemp C,15.352673,,,3,10/19/2021,13:43:59,35.9,T1 KTemp C,30.2,T2 KTemp C,34.8744733,,,3,10/19/2021,14:07:07,35,T1 KTemp C,33.4,T2 KTemp C,33.643758,,,3,10/19/2021,14:27:33,24.8,T1 KTemp C,24.9,T2 KTemp C,23.3779444,,,3,10/19/2021,14:54:53,26.3,T1 KTemp C,27.3,T2 KTemp C,25.3920315,,,3,10/19/2021,15:20:24,14.6,T1 KTemp C,17.9,T2 KTemp C,13.102119,,,3,10/19/2021,15:48:52,35.7,T1 KTemp C,34.2,T2 KTemp C,34.471346,,,3,10/19/2021,16:09:05,24.9,T1 KTemp C,25.2,T2 KTemp C,23.6763963,,,3,10/19/2021,16:30:57,16.5,T1 KTemp C,18.4,T2 KTemp C,15.034884
4,,,10/5/2021,13:17:47,28.2,T1 KTemp C,28.9,T2 KTemp C,26.7955836,,4,10/4/2021,14:33:36,16,T1 KTemp C,19.7,T2 KTemp C,14.456665,,4,10/4/2021,14:54:56,35,T1 KTemp C,35.3,T2 KTemp C,33.630862,,4,10/4/2021,15:22:19,35.9,T1 KTemp C,34.3,T2 KTemp C,34.67366,,4,10/4/2021,15:55:09,15,T1 KTemp C,18.6,T2 KTemp C,13.446818,,4,10/4/2021,16:27:07,35.7,T1 KTemp C,36,T2 KTemp C,34.3344936,,4,10/4/2021,16:47:31,26.1,T1 KTemp C,26.2,T2 KTemp C,24.6994665,,4,10/4/2021,17:15:18,14.5,T1 KTemp C,12.5,T2 KTemp C,13.030288,,,4,10/11/2021,13:22:41,24.5,T1 KTemp C,24.6,T2 KTemp C,23.141762,,,4,10/11/2021,14:08:33,32.9,T1 KTemp C,33.6,T2 KTemp C,31.5570285,,4,10/11/2021,14:42:53,13.2,T1 KTemp C,19.4,T2 KTemp C,11.711021,,4,10/11/2021,15:08:50,26.4,T1 KTemp C,26.8,T2 KTemp C,25.063745,,4,10/11/2021,15:37:57,35,T1 KTemp C,34.6,T2 KTemp C,33.643758,,4,10/11/2021,16:09:13,27,T1 KTemp C,27.5,T2 KTemp C,25.564982,,4,10/11/2021,16:54:50,36.4,T1 KTemp C,31.9,T2 KTemp C,35.179445,,,4,10/12/2021,13:37:47,14,T1 KTemp C,21.5,T2 KTemp C,12.58012,,4,10/12/2021,14:01:40,34.7,T1 KTemp C,34.9,T2 KTemp C,33.4380652,,4,10/12/2021,14:28:12,35,T1 KTemp C,34.3,T2 KTemp C,33.643758,,4,10/12/2021,15:07:42,11.8,T1 KTemp C,15,T2 KTemp C,,,4,10/12/2021,15:35:17,24.6,T1 KTemp C,24.4,T2 KTemp C,23.186769,,4,10/12/2021,16:01:22,24,T1 KTemp C,24.6,T2 KTemp C,22.635977,,4,10/12/2021,17:33:20,13.7,T1 KTemp C,16.9,T2 KTemp C,12.216806,,,4,10/18/2021,13:26:35,24.3,T1 KTemp C,24.1,T2 KTemp C,22.939448,,4,10/18/2021,14:01:52,13,T1 JTemp C,16,T2 JTemp C,11.516726,,4,10/18/2021,14:35:09,34.8,T1 JTemp C,33.2,T2 JTemp C,33.7546656,,4,10/18/2021,15:06:11,34,T1 JTemp C,33,T2 JTemp C,32.730865,,4,10/18/2021,15:46:13,14.4,T1 JTemp C,18,T2 JTemp C,12.924905,,4,10/18/2021,16:30:43,33.6,T1 JTemp C,32.3,T2 JTemp C,32.262954,,4,10/18/2021,16:58:51,26.3,T1 JTemp C,26.3,T2 JTemp C,24.9011595,,4,10/18/2021,17:25:08,16.8,T1 JTemp C,19.1,T2 JTemp C,15.352673,,,4,10/19/2021,13:44:00,35.9,T1 KTemp C,30.4,T2 KTemp C,34.8744733,,,4,10/19/2021,14:07:08,34.9,T1 KTemp C,33.4,T2 KTemp C,33.5427733,,,4,10/19/2021,14:27:34,24.8,T1 KTemp C,24.9,T2 KTemp C,23.3779444,,,4,10/19/2021,14:54:54,26.4,T1 KTemp C,27.3,T2 KTemp C,25.495624,,,4,10/19/2021,15:20:25,14.6,T1 KTemp C,17.9,T2 KTemp C,13.102119,,,4,10/19/2021,15:48:53,35.7,T1 KTemp C,34.3,T2 KTemp C,34.471346,,,4,10/19/2021,16:09:06,24.9,T1 KTemp C,25,T2 KTemp C,23.6763963,,,4,10/19/2021,16:30:58,16.5,T1 KTemp C,18.4,T2 KTemp C,15.034884
5,,,10/5/2021,13:17:48,28.2,T1 KTemp C,28.9,T2 KTemp C,26.7955836,,5,10/4/2021,14:33:37,16,T1 KTemp C,19.7,T2 KTemp C,14.456665,,5,10/4/2021,14:54:57,35.1,T1 KTemp C,35.3,T2 KTemp C,33.7313808,,5,10/4/2021,15:22:20,35.9,T1 KTemp C,34.3,T2 KTemp C,34.67366,,5,10/4/2021,15:55:10,15,T1 KTemp C,18.6,T2 KTemp C,13.446818,,5,10/4/2021,16:27:08,35.7,T1 KTemp C,35.9,T2 KTemp C,34.3344936,,5,10/4/2021,16:47:32,26.1,T1 KTemp C,26.1,T2 KTemp C,24.6994665,,5,10/4/2021,17:15:19,14.5,T1 KTemp C,12.5,T2 KTemp C,13.030288,,,5,10/11/2021,13:22:42,24.4,T1 KTemp C,24.5,T2 KTemp C,23.040605,,,5,10/11/2021,14:08:34,33,T1 KTemp C,33.7,T2 KTemp C,31.657875,,5,10/11/2021,14:42:54,13.2,T1 KTemp C,19.3,T2 KTemp C,11.711021,,5,10/11/2021,15:08:51,26.4,T1 KTemp C,26.8,T2 KTemp C,25.063745,,5,10/11/2021,15:37:58,35,T1 KTemp C,34.6,T2 KTemp C,33.643758,,5,10/11/2021,16:09:14,27,T1 KTemp C,27.4,T2 KTemp C,25.564982,,5,10/11/2021,16:54:51,36.3,T1 KTemp C,31.9,T2 KTemp C,35.078288,,,5,10/12/2021,13:37:48,14,T1 KTemp C,21.5,T2 KTemp C,12.58012,,5,10/12/2021,14:01:41,34.7,T1 KTemp C,34.9,T2 KTemp C,33.4380652,,5,10/12/2021,14:28:13,35,T1 KTemp C,34.3,T2 KTemp C,33.643758,,5,10/12/2021,15:07:43,11.8,T1 KTemp C,15,T2 KTemp C,,,5,10/12/2021,15:35:18,24.6,T1 KTemp C,24.4,T2 KTemp C,23.186769,,5,10/12/2021,16:01:23,24,T1 KTemp C,24.6,T2 KTemp C,22.635977,,5,10/12/2021,17:33:21,13.7,T1 KTemp C,16.9,T2 KTemp C,12.216806,,,5,10/18/2021,13:26:36,24.3,T1 KTemp C,24.1,T2 KTemp C,22.939448,,5,10/18/2021,14:01:53,13,T1 JTemp C,16,T2 JTemp C,11.516726,,5,10/18/2021,14:35:10,34.8,T1 JTemp C,33.1,T2 JTemp C,33.7546656,,5,10/18/2021,15:06:12,34,T1 JTemp C,32.9,T2 JTemp C,32.730865,,5,10/18/2021,15:46:14,14.4,T1 JTemp C,18,T2 JTemp C,12.924905,,5,10/18/2021,16:30:44,33.6,T1 JTemp C,32.3,T2 JTemp C,32.262954,,5,10/18/2021,16:58:52,26.2,T1 JTemp C,26.2,T2 JTemp C,24.800313,,5,10/18/2021,17:25:09,16.8,T1 JTemp C,19.1,T2 JTemp C,15.352673,,,5,10/19/2021,13:44:01,35.9,T1 KTemp C,30.5,T2 KTemp C,34.8744733,,,5,10/19/2021,14:07:09,34.9,T1 KTemp C,33.3,T2 KTemp C,33.5427733,,,5,10/19/2021,14:27:35,24.8,T1 KTemp C,24.9,T2 KTemp C,23.3779444,,,5,10/19/2021,14:54:55,26.4,T1 KTemp C,27.1,T2 KTemp C,25.495624,,,5,10/19/2021,15:20:26,14.6,T1 KTemp C,17.9,T2 KTemp C,13.102119,,,5,10/19/2021,15:48:54,35.7,T1 KTemp C,34.3,T2 KTemp C,34.471346,,,5,10/19/2021,16:09:07,24.9,T1 KTemp C,24.8,T2 KTemp C,23.6763963,,,5,10/19/2021,16:30:59,16.5,T1 KTemp C,18.4,T2 KTemp C,15.034884
6,,,10/5/2021,13:17:49,28.2,T1 KTemp C,28.8,T2 KTemp C,26.7955836,,6,10/4/2021,14:33:38,16,T1 KTemp C,19.7,T2 KTemp C,14.456665,,6,10/4/2021,14:54:58,35.2,T1 KTemp C,35.3,T2 KTemp C,33.8318996,,6,10/4/2021,15:22:21,35.9,T1 KTemp C,34.3,T2 KTemp C,34.67366,,6,10/4/2021,15:55:11,15,T1 KTemp C,18.6,T2 KTemp C,13.446818,,6,10/4/2021,16:27:09,35.7,T1 KTemp C,35.8,T2 KTemp C,34.3344936,,6,10/4/2021,16:47:33,26.1,T1 KTemp C,26.1,T2 KTemp C,24.6994665,,6,10/4/2021,17:15:20,14.5,T1 KTemp C,12.5,T2 KTemp C,13.030288,,,6,10/11/2021,13:22:43,24.4,T1 KTemp C,24.5,T2 KTemp C,23.040605,,,6,10/11/2021,14:08:35,33,T1 KTemp C,33.7,T2 KTemp C,31.657875,,6,10/11/2021,14:42:55,13.2,T1 KTemp C,19.1,T2 KTemp C,11.711021,,6,10/11/2021,15:08:52,26.3,T1 KTemp C,26.8,T2 KTemp C,24.962588,,6,10/11/2021,15:37:59,35.1,T1 KTemp C,34.5,T2 KTemp C,33.7447427,,6,10/11/2021,16:09:15,27,T1 KTemp C,27.2,T2 KTemp C,25.564982,,6,10/11/2021,16:54:52,36.3,T1 KTemp C,31.9,T2 KTemp C,35.078288,,,6,10/12/2021,13:37:49,14,T1 KTemp C,21.5,T2 KTemp C,12.58012,,6,10/12/2021,14:01:42,34.7,T1 KTemp C,35,T2 KTemp C,33.4380652,,6,10/12/2021,14:28:14,35,T1 KTemp C,34.3,T2 KTemp C,33.643758,,6,10/12/2021,15:07:44,11.8,T1 KTemp C,15,T2 KTemp C,,,6,10/12/2021,15:35:19,24.6,T1 KTemp C,24.4,T2 KTemp C,23.186769,,6,10/12/2021,16:01:24,24,T1 KTemp C,24.6,T2 KTemp C,22.635977,,6,10/12/2021,17:33:22,13.7,T1 KTemp C,16.8,T2 KTemp C,12.216806,,,6,10/18/2021,13:26:37,24.3,T1 KTemp C,24.1,T2 KTemp C,22.939448,,6,10/18/2021,14:01:54,13,T1 JTemp C,16,T2 JTemp C,11.516726,,6,10/18/2021,14:35:11,34.8,T1 JTemp C,33.1,T2 JTemp C,33.7546656,,6,10/18/2021,15:06:13,34,T1 JTemp C,32.8,T2 JTemp C,32.730865,,6,10/18/2021,15:46:15,14.4,T1 JTemp C,18,T2 JTemp C,12.924905,,6,10/18/2021,16:30:45,33.6,T1 JTemp C,32.3,T2 JTemp C,32.262954,,6,10/18/2021,16:58:53,26.2,T1 JTemp C,26.2,T2 JTemp C,24.800313,,6,10/18/2021,17:25:10,16.8,T1 JTemp C,19.2,T2 JTemp C,15.352673,,,6,10/19/2021,13:44:02,35.9,T1 KTemp C,30.7,T2 KTemp C,34.8744733,,,6,10/19/2021,14:07:10,34.9,T1 KTemp C,33.2,T2 KTemp C,33.5427733,,,6,10/19/2021,14:27:36,24.8,T1 KTemp C,24.9,T2 KTemp C,23.3779444,,,6,10/19/2021,14:54:56,26.4,T1 KTemp C,26.9,T2 KTemp C,25.495624,,,6,10/19/2021,15:20:27,14.6,T1 KTemp C,17.9,T2 KTemp C,13.102119,,,6,10/19/2021,15:48:55,35.7,T1 KTemp C,34.3,T2 KTemp C,34.471346,,,6,10/19/2021,16:09:08,24.9,T1 KTemp C,24.8,T2 KTemp C,23.6763963,,,6,10/19/2021,16:31:00,16.6,T1 KTemp C,18.4,T2 KTemp C,15.1354028
